,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
722,723,902402150,30,8,60.0,7200,0,-1.0,0,0,0,0,0,14,0,0,0,0,5,4,1910,2006,0,0,6,11,-1,0.0,2,2,3,2.0,2.0,1,2,247.0,1,465.0,310.0,1022.0,1,2,0,0,1022,0,0,1022,1.0,0.0,1,0,2,1,2,4,5,0,-1.0,3,1956.0,0.0,1.0,280.0,2.0,2.0,1,0,30,226,0,0,0,-1.0,-1,-1,0,6,2009,0,0,85000
723,724,902405100,50,8,98.0,8820,0,-1.0,0,0,0,1,0,14,0,0,0,2,5,6,1890,1996,0,0,1,1,-1,0.0,2,2,3,2.0,2.0,1,5,1088.0,4,0.0,0.0,1088.0,0,2,1,0,1188,561,120,1869,0.0,0.0,1,0,2,1,2,7,0,0,-1.0,3,1963.0,0.0,2.0,456.0,2.0,2.0,1,48,0,244,0,0,0,-1.0,4,-1,0,9,2009,0,0,124900
724,725,902405120,50,8,60.0,5400,0,-1.0,0,0,0,0,0,14,0,0,0,2,6,6,1920,1950,1,0,6,7,-1,0.0,1,2,3,2.0,2.0,1,4,0.0,4,0.0,972.0,972.0,0,4,1,0,1044,0,436,1480,0.0,0.0,1,0,3,1,2,6,0,0,-1.0,3,1920.0,0.0,1.0,207.0,1.0,2.0,1,0,0,176,0,0,0,-1.0,-1,-1,0,9,2009,3,2,119000
725,726,902406070,70,8,60.0,9720,0,1.0,0,0,0,0,0,14,0,0,0,1,6,7,1910,2002,1,0,6,7,-1,0.0,2,2,1,2.0,2.0,1,4,0.0,4,0.0,741.0,741.0,0,4,1,0,780,741,0,1521,0.0,0.0,1,0,4,1,3,8,0,0,-1.0,3,1950.0,0.0,3.0,640.0,2.0,2.0,1,0,0,238,0,0,0,-1.0,1,-1,0,9,2009,0,0,146500
728,729,903200080,70,6,144.0,21384,0,-1.0,0,0,0,0,0,13,0,0,0,1,5,6,1923,2004,1,0,2,2,-1,0.0,2,2,0,2.0,2.0,0,3,1309.0,4,0.0,15.0,1324.0,0,4,1,0,1072,504,0,1576,2.0,0.0,1,1,3,1,3,6,0,1,2.0,0,1923.0,1.0,2.0,528.0,2.0,2.0,1,0,312,0,0,0,0,-1.0,-1,-1,0,5,2009,0,0,223500
730,731,903201080,50,6,55.0,7264,0,-1.0,0,0,0,0,0,13,0,0,0,2,7,7,1925,2007,1,0,2,2,-1,0.0,3,3,3,2.0,2.0,1,4,0.0,4,0.0,952.0,952.0,1,3,0,0,952,596,0,1548,0.0,0.0,2,1,3,1,4,5,0,0,-1.0,3,1978.0,0.0,2.0,672.0,2.0,2.0,1,74,0,0,0,144,0,-1.0,-1,-1,0,10,2009,0,0,205000
731,732,903202170,70,6,50.0,4960,0,-1.0,0,0,0,0,0,13,7,0,0,2,5,7,1930,1982,1,0,8,6,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,297.0,297.0,0,4,1,0,1001,653,0,1654,0.0,0.0,2,0,3,1,2,7,0,1,3.0,3,1955.0,0.0,1.0,336.0,2.0,2.0,2,244,60,0,0,0,0,-1.0,-1,-1,0,5,2009,0,0,137000
733,734,903226130,50,8,50.0,6000,0,-1.0,0,0,0,0,0,13,0,0,0,2,4,6,1936,1950,1,0,6,7,-1,0.0,2,2,3,2.0,2.0,1,0,672.0,4,0.0,0.0,672.0,0,2,1,0,757,567,0,1324,0.0,0.0,1,0,3,1,2,6,0,0,-1.0,3,1936.0,0.0,1.0,240.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,7,2009,0,0,128000
734,735,903226170,50,8,50.0,6000,0,-1.0,0,0,0,0,0,13,0,0,0,2,6,9,1937,2000,1,0,6,7,-1,0.0,3,2,3,2.0,2.0,1,4,0.0,4,0.0,698.0,698.0,0,2,1,0,786,390,0,1176,0.0,0.0,1,0,2,1,2,4,0,0,-1.0,3,1999.0,0.0,2.0,624.0,2.0,2.0,2,210,0,0,0,0,0,-1.0,-1,-1,0,7,2009,0,0,134900
735,736,903227070,50,8,50.0,6000,0,-1.0,0,0,0,1,0,13,0,0,0,2,5,8,1925,1997,1,0,2,2,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,884.0,884.0,0,4,1,0,884,464,0,1348,1.0,0.0,1,0,3,1,2,5,0,1,1.0,3,1960.0,0.0,1.0,216.0,2.0,2.0,2,0,0,208,0,0,0,-1.0,-1,-1,0,5,2009,0,0,117000
736,737,903227090,50,8,50.0,6000,0,-1.0,0,0,0,0,0,13,0,0,0,2,6,6,1939,1950,1,0,6,7,-1,0.0,2,1,0,2.0,2.0,1,4,0.0,4,0.0,780.0,780.0,0,4,1,2,825,587,0,1412,0.0,0.0,1,0,4,1,2,6,0,1,3.0,3,1939.0,0.0,1.0,280.0,2.0,2.0,1,45,0,0,0,0,0,-1.0,-1,-1,0,5,2009,0,0,132500
737,738,903228070,50,8,60.0,6000,0,-1.0,0,0,0,1,0,13,0,0,0,2,5,5,1924,1950,1,0,9,11,2,444.0,2,2,3,2.0,2.0,1,1,220.0,4,0.0,248.0,468.0,0,3,1,0,822,320,0,1142,0.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1924.0,2.0,1.0,320.0,2.0,2.0,1,0,0,98,0,0,0,-1.0,-1,-1,0,6,2009,0,0,93000
738,739,903228120,45,8,50.0,6000,0,-1.0,0,0,0,0,0,13,0,0,0,6,6,7,1926,2004,1,0,2,2,-1,0.0,3,2,1,2.0,2.0,1,4,0.0,4,0.0,884.0,884.0,0,3,1,0,904,0,0,904,0.0,0.0,1,0,2,1,2,4,0,0,-1.0,3,1926.0,0.0,1.0,180.0,2.0,2.0,1,0,0,105,0,0,0,-1.0,-1,-1,0,1,2009,0,0,119000
739,740,903230100,30,8,60.0,6911,0,-1.0,0,0,0,3,0,13,1,0,0,0,5,5,1924,1950,1,0,2,2,-1,0.0,2,2,1,2.0,2.0,2,5,405.0,4,0.0,740.0,1145.0,0,2,1,0,1301,0,0,1301,0.0,0.0,1,0,2,1,1,5,2,0,-1.0,3,1965.0,0.0,2.0,440.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,10,2009,0,0,100000
740,741,903231010,50,8,51.0,6120,0,-1.0,0,0,0,1,0,13,0,0,0,2,5,6,1936,1950,1,0,2,2,-1,0.0,2,1,3,2.0,2.0,1,4,0.0,4,0.0,927.0,927.0,0,2,1,0,1067,472,0,1539,0.0,0.0,1,1,3,1,2,5,0,0,-1.0,3,1995.0,0.0,2.0,576.0,2.0,2.0,1,112,0,0,0,0,0,-1.0,1,-1,0,4,2009,0,0,141500
741,742,903231030,50,8,51.0,6120,0,-1.0,0,0,0,0,0,13,0,0,0,2,4,7,1935,1995,1,0,7,10,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,884.0,884.0,0,4,1,0,989,584,0,1573,0.0,0.0,1,0,3,1,3,6,0,0,-1.0,3,1935.0,0.0,1.0,240.0,2.0,2.0,1,0,0,54,0,120,0,-1.0,-1,-1,0,7,2009,0,0,133000
743,744,903231130,30,8,51.0,6120,0,-1.0,0,0,0,1,0,13,0,0,0,0,5,7,1931,1993,1,0,2,2,-1,0.0,2,2,3,2.0,2.0,1,0,209.0,4,0.0,506.0,715.0,0,2,1,1,875,0,0,875,1.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1931.0,0.0,1.0,180.0,1.0,2.0,1,48,0,0,0,0,0,-1.0,-1,-1,0,11,2009,0,0,105000
744,745,903232060,30,8,51.0,6120,0,-1.0,0,0,0,0,0,13,0,0,0,0,5,6,1925,1999,1,0,6,7,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,960.0,960.0,0,3,1,0,995,0,0,995,0.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1926.0,0.0,1.0,264.0,2.0,2.0,1,0,15,51,0,0,0,-1.0,1,-1,0,3,2009,0,3,115000
745,746,903234220,50,8,51.0,6120,0,-1.0,0,0,0,0,0,13,0,0,0,2,5,6,1938,1950,1,0,2,2,-1,0.0,2,2,3,2.0,1.0,1,5,273.0,4,0.0,679.0,952.0,0,2,1,1,994,588,0,1582,0.0,0.0,2,0,3,1,2,6,0,1,3.0,3,1938.0,0.0,1.0,250.0,1.0,2.0,1,189,0,34,150,0,0,-1.0,-1,-1,0,2,2009,0,0,150000
746,747,903236040,30,8,50.0,8635,0,-1.0,0,0,0,0,0,13,0,0,0,0,5,5,1925,1950,0,0,2,2,-1,0.0,2,1,3,2.0,2.0,1,5,134.0,4,0.0,938.0,1072.0,0,2,1,0,1072,0,0,1072,1.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1982.0,0.0,5.0,1184.0,1.0,2.0,0,0,0,105,0,0,0,-1.0,-1,-1,0,8,2009,0,0,126500
748,749,903425245,70,6,60.0,11414,0,-1.0,1,0,0,1,0,13,7,1,0,1,7,8,1910,1993,1,0,4,5,-1,0.0,2,3,3,3.0,2.0,1,4,0.0,4,0.0,728.0,728.0,0,2,0,0,1136,883,0,2019,0.0,0.0,1,0,3,1,3,8,0,0,-1.0,3,1997.0,0.0,2.0,532.0,2.0,2.0,1,509,135,0,0,0,0,-1.0,2,-1,0,10,2009,0,0,167500
749,750,903427120,70,8,57.0,8094,0,1.0,0,0,0,0,0,14,0,0,0,1,6,6,1915,1950,1,0,6,7,-1,0.0,2,2,1,2.0,2.0,1,4,0.0,4,0.0,1048.0,1048.0,0,3,1,1,1048,720,0,1768,0.0,0.0,2,0,3,1,2,8,0,0,-1.0,3,1930.0,0.0,2.0,576.0,1.0,1.0,1,0,0,150,0,0,0,-1.0,-1,-1,0,6,2009,0,0,155000
750,751,903429080,70,8,50.0,2500,0,0.0,0,0,0,1,0,14,0,0,0,1,7,8,1915,2005,1,0,9,11,-1,0.0,3,2,1,2.0,2.0,1,2,299.0,4,0.0,611.0,910.0,0,4,1,0,916,910,0,1826,1.0,0.0,1,1,4,1,4,7,3,1,3.0,0,1915.0,0.0,1.0,164.0,1.0,1.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,6,2009,0,0,155000
751,752,903429110,70,8,68.0,9928,0,1.0,0,0,0,0,0,14,0,0,0,1,7,8,1915,1994,1,0,2,2,-1,0.0,2,3,3,2.0,2.0,1,4,0.0,4,0.0,672.0,672.0,0,1,1,0,1272,672,0,1944,0.0,0.0,2,0,3,1,2,8,3,0,-1.0,3,1915.0,0.0,1.0,216.0,2.0,2.0,2,24,28,0,0,0,0,-1.0,-1,2,400,6,2009,0,0,179900
754,755,903451090,70,8,57.0,6876,0,-1.0,0,0,0,0,0,15,0,0,0,1,6,5,1927,1950,1,0,5,0,-1,0.0,2,2,0,2.0,1.0,1,0,522.0,4,0.0,198.0,720.0,0,1,1,0,1146,784,0,1930,1.0,0.0,2,0,4,1,2,8,0,0,-1.0,0,1927.0,0.0,1.0,316.0,2.0,2.0,1,0,0,213,0,0,0,-1.0,1,-1,0,8,2009,0,0,149000
755,756,903458170,30,8,52.0,6240,0,1.0,0,0,0,0,0,15,0,0,0,2,4,5,1925,1950,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,0,152.0,4,0.0,628.0,780.0,0,2,1,1,848,0,360,1208,0.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1962.0,0.0,2.0,539.0,2.0,2.0,1,0,23,112,0,0,0,-1.0,-1,-1,0,1,2009,0,0,103000
758,759,903481120,50,8,60.0,5160,0,-1.0,0,0,0,1,0,15,0,0,0,2,6,6,1927,1950,1,0,6,7,-1,0.0,2,1,3,2.0,2.0,1,4,0.0,4,0.0,1204.0,1204.0,0,2,1,1,1204,462,0,1666,0.0,0.0,1,0,3,1,2,4,0,0,-1.0,3,1927.0,0.0,1.0,384.0,1.0,2.0,1,0,0,148,0,0,0,-1.0,-1,-1,0,8,2009,0,0,135000
760,761,903484110,190,8,60.0,10320,0,1.0,0,1,0,0,0,15,5,0,1,1,6,7,1915,1965,1,0,6,7,-1,0.0,2,3,0,2.0,2.0,1,1,276.0,2,262.0,160.0,698.0,0,4,1,2,754,649,0,1403,1.0,0.0,1,1,3,1,2,7,0,0,-1.0,3,1915.0,0.0,1.0,308.0,2.0,2.0,1,0,0,288,0,0,0,-1.0,-1,-1,0,2,2009,0,0,116000
761,762,904100190,20,6,50.0,4280,0,-1.0,1,0,0,0,0,11,0,0,0,0,4,9,1946,2001,1,0,6,7,-1,0.0,2,3,0,1.0,2.0,1,4,0.0,4,0.0,560.0,560.0,0,4,1,1,704,0,0,704,0.0,1.0,1,0,2,1,1,4,0,0,-1.0,5,1946.0,0.0,1.0,220.0,2.0,2.0,1,0,0,24,0,0,0,-1.0,-1,-1,0,9,2009,0,0,88750
766,767,904351200,70,5,54.0,6629,0,-1.0,0,0,0,0,0,18,5,0,0,1,6,6,1925,1950,3,0,2,2,-1,0.0,2,3,3,2.0,2.0,1,0,551.0,4,0.0,121.0,672.0,0,2,0,0,697,672,0,1369,1.0,0.0,2,0,3,1,2,6,0,0,-1.0,3,1930.0,0.0,1.0,300.0,2.0,2.0,1,147,0,0,0,0,0,-1.0,-1,-1,0,7,2009,0,0,103600
767,768,904351240,50,6,60.0,9780,0,-1.0,0,0,0,0,0,18,0,0,0,2,5,3,1934,1950,1,0,6,7,-1,0.0,2,2,1,2.0,2.0,1,4,0.0,4,0.0,585.0,585.0,0,2,0,1,687,425,0,1112,1.0,0.0,2,0,4,1,2,6,0,0,-1.0,3,1934.0,0.0,1.0,226.0,0.0,0.0,2,0,0,0,0,0,0,-1.0,-1,-1,0,3,2009,0,0,63000
768,769,905101260,80,6,70.0,12886,0,-1.0,1,0,0,0,0,11,0,0,0,4,5,6,1963,1999,1,0,4,5,-1,0.0,2,2,0,3.0,2.0,3,2,444.0,4,0.0,76.0,520.0,0,4,1,0,1464,0,0,1464,0.0,1.0,2,0,3,1,2,6,3,1,2.0,0,1997.0,1.0,2.0,480.0,2.0,2.0,1,302,0,0,0,100,0,-1.0,-1,-1,0,10,2009,0,0,175000
769,770,905101490,20,6,80.0,8816,0,-1.0,0,0,0,1,0,11,1,0,0,0,5,6,1963,1963,1,0,1,1,-1,0.0,2,2,1,2.0,2.0,1,1,651.0,4,0.0,470.0,1121.0,0,2,1,0,1121,0,0,1121,1.0,0.0,1,0,3,1,2,5,0,0,-1.0,3,1963.0,0.0,2.0,480.0,2.0,2.0,1,0,80,0,0,0,0,-1.0,1,-1,0,6,2009,0,0,139000
770,771,905103040,60,6,70.0,11184,0,-1.0,0,0,0,0,0,11,0,0,0,1,6,5,1978,1978,0,0,4,5,2,92.0,2,2,0,2.0,2.0,1,5,226.0,1,500.0,192.0,918.0,0,3,1,0,918,765,0,1683,0.0,0.0,2,1,3,1,2,7,0,1,2.0,0,1978.0,1.0,2.0,440.0,2.0,2.0,1,243,0,0,0,0,0,-1.0,-1,-1,0,7,2009,0,0,172500
771,772,905103070,20,6,75.0,11625,0,-1.0,0,0,0,0,0,11,0,0,0,0,5,6,1967,1967,0,0,4,5,2,172.0,2,2,0,2.0,2.0,1,0,527.0,4,0.0,525.0,1052.0,0,2,1,0,1052,0,0,1052,0.0,0.0,1,1,3,1,2,6,0,1,0.0,0,1984.0,2.0,1.0,668.0,2.0,2.0,1,0,215,0,0,0,0,-1.0,-1,-1,0,4,2009,0,3,113500
772,773,905105190,20,6,65.0,7800,0,-1.0,0,0,0,0,0,11,0,0,0,0,5,7,1967,2004,0,0,4,5,2,89.0,2,2,1,2.0,2.0,1,2,450.0,4,0.0,414.0,864.0,0,4,1,0,899,0,0,899,0.0,0.0,1,0,3,1,3,5,0,0,-1.0,0,1967.0,2.0,1.0,288.0,2.0,2.0,1,64,0,0,0,0,0,-1.0,1,-1,0,6,2009,0,0,130000
775,776,905108220,85,6,74.0,8740,0,-1.0,1,0,0,0,0,11,0,0,0,3,5,6,1982,1982,0,0,4,5,-1,0.0,2,2,0,2.0,2.0,3,2,672.0,4,0.0,168.0,840.0,0,2,1,0,860,0,0,860,1.0,0.0,1,0,2,1,2,4,0,0,-1.0,3,1996.0,0.0,2.0,528.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,7,2009,0,0,137000
777,778,905200260,80,6,88.0,15400,0,-1.0,0,0,0,0,0,11,0,0,0,4,5,5,1961,1961,0,0,4,5,-1,0.0,2,2,0,2.0,3.0,1,4,0.0,4,0.0,552.0,552.0,0,2,1,0,904,611,259,1774,0.0,0.0,2,0,4,1,2,8,0,1,2.0,0,1961.0,0.0,1.0,384.0,2.0,2.0,1,290,40,0,0,0,0,-1.0,-1,-1,0,7,2009,0,0,165000
778,779,905200350,80,6,88.0,15312,0,-1.0,0,0,0,0,0,11,0,0,0,4,6,5,1960,1960,0,0,2,2,2,54.0,2,2,0,2.0,2.0,3,0,588.0,4,0.0,550.0,1138.0,0,4,1,0,1138,0,0,1138,0.0,1.0,1,0,3,1,2,6,0,1,2.0,0,1960.0,1.0,2.0,480.0,2.0,2.0,1,0,0,0,0,140,0,-1.0,1,-1,0,3,2009,2,0,148000
782,783,905325020,20,6,65.0,25095,0,-1.0,1,3,0,0,2,16,0,0,0,0,5,8,1968,2003,5,2,2,2,-1,0.0,2,2,0,2.0,2.0,0,3,1324.0,4,0.0,113.0,1437.0,0,4,1,0,1473,0,0,1473,2.0,0.0,1,0,1,1,4,5,0,2,3.0,0,1968.0,0.0,1.0,452.0,2.0,2.0,1,0,48,0,0,60,0,-1.0,-1,-1,0,6,2009,0,1,143000
788,789,905450020,20,6,73.0,9855,0,-1.0,0,0,0,1,0,18,0,0,0,0,6,5,1956,1956,0,0,2,2,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,1436.0,1436.0,0,1,1,0,1689,0,0,1689,0.0,0.0,1,0,3,1,2,7,0,1,3.0,0,1956.0,0.0,2.0,480.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,1,-1,0,11,2009,2,0,127500
789,790,905451300,20,6,68.0,9571,0,-1.0,0,0,0,0,0,18,0,0,0,0,5,5,1956,1956,0,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,1,257.0,4,0.0,816.0,1073.0,0,2,1,1,1073,0,0,1073,1.0,0.0,1,0,2,1,2,5,0,0,-1.0,0,1956.0,0.0,1.0,340.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,2,-1,0,2,2009,0,0,121500
790,791,905451340,20,6,68.0,9571,0,-1.0,0,0,0,0,0,18,0,0,0,0,5,3,1958,1958,1,0,11,9,-1,0.0,2,1,0,2.0,1.0,1,4,0.0,4,0.0,1276.0,1276.0,0,2,1,1,1276,0,0,1276,0.0,0.0,1,0,3,1,2,5,1,0,-1.0,0,1958.0,0.0,1.0,350.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,6,2009,2,3,60000
791,792,905452040,60,6,50.0,9350,0,-1.0,0,1,0,0,0,18,0,0,0,1,6,7,1946,1950,0,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,0,342.0,4,0.0,405.0,747.0,0,4,1,0,892,747,0,1639,0.0,0.0,1,1,3,1,3,6,0,1,3.0,3,1946.0,0.0,1.0,240.0,2.0,2.0,1,0,50,0,0,0,0,-1.0,-1,-1,0,7,2009,0,0,154400
792,793,905452050,30,6,50.0,9340,0,-1.0,0,0,0,0,0,18,0,0,0,0,4,6,1941,1950,0,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,1,344.0,4,0.0,328.0,672.0,0,2,1,0,672,0,0,672,1.0,0.0,1,0,2,1,2,4,0,0,-1.0,0,1941.0,0.0,1.0,234.0,2.0,2.0,2,0,113,0,0,0,0,-1.0,-1,-1,0,8,2009,0,0,113000
793,794,905475160,20,6,62.0,7440,0,-1.0,0,0,0,0,0,18,0,0,0,0,5,6,1954,1954,1,0,2,2,-1,0.0,2,2,0,3.0,2.0,1,0,173.0,4,0.0,916.0,1089.0,1,2,1,0,1089,0,0,1089,1.0,0.0,1,0,3,1,2,5,0,1,3.0,3,1954.0,1.0,1.0,252.0,2.0,2.0,0,328,0,0,0,0,0,-1.0,1,-1,0,9,2009,0,0,125000
795,796,905476230,120,6,42.0,4235,0,-1.0,0,0,0,0,0,18,0,0,3,0,5,5,1984,1984,1,0,4,5,2,149.0,3,2,0,3.0,2.0,2,3,552.0,2,393.0,104.0,1049.0,0,2,1,0,1049,0,0,1049,1.0,0.0,2,0,2,1,3,5,0,0,-1.0,0,1984.0,2.0,1.0,266.0,2.0,2.0,1,0,105,0,0,0,0,-1.0,-1,-1,0,2,2009,0,0,139500
796,797,905478030,50,6,60.0,11409,0,-1.0,0,0,0,0,0,18,0,0,0,2,5,4,1949,2008,1,0,2,2,-1,0.0,2,2,0,2.0,2.0,1,5,292.0,4,0.0,476.0,768.0,0,3,1,0,1148,568,0,1716,0.0,0.0,1,1,3,1,2,8,3,1,3.0,0,1949.0,0.0,1.0,281.0,2.0,2.0,1,0,0,0,0,160,0,-1.0,-1,-1,0,1,2009,0,0,131000
797,798,905480030,50,6,60.0,9060,0,-1.0,0,0,0,0,0,18,0,0,0,2,6,5,1939,1950,1,0,8,6,-1,0.0,2,2,3,2.0,2.0,2,1,204.0,4,0.0,356.0,560.0,0,2,1,0,698,560,0,1258,0.0,0.0,1,0,2,1,2,6,0,0,-1.0,3,1939.0,0.0,1.0,280.0,2.0,2.0,0,0,0,0,0,0,0,-1.0,1,-1,0,10,2009,0,0,105000
798,799,905480210,70,6,60.0,9084,0,-1.0,0,0,0,0,0,18,5,0,0,1,4,5,1940,1950,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,2,4,0.0,4,0.0,755.0,755.0,0,2,1,0,755,755,0,1510,1.0,0.0,1,0,4,1,2,7,0,1,3.0,3,1940.0,0.0,1.0,296.0,1.0,0.0,0,120,0,0,0,0,0,-1.0,1,-1,0,10,2009,0,0,108000
799,800,906201021,80,6,74.0,10778,0,-1.0,1,0,0,0,0,10,1,0,0,4,7,6,1990,1991,1,0,4,5,-1,0.0,3,2,1,3.0,2.0,1,3,460.0,2,286.0,308.0,1054.0,0,3,1,0,1061,0,0,1061,1.0,0.0,1,1,1,1,3,4,0,0,-1.0,0,1990.0,0.0,2.0,462.0,2.0,2.0,1,114,36,0,0,0,0,-1.0,-1,-1,0,7,2009,0,0,162000
800,801,906201050,80,6,66.0,19255,0,-1.0,1,0,0,0,0,10,0,0,0,4,6,5,1983,1983,1,0,2,2,2,100.0,3,2,0,3.0,2.0,3,1,70.0,3,450.0,0.0,520.0,0,3,1,0,1338,0,0,1338,0.0,0.0,1,1,2,1,3,5,3,1,0.0,0,1983.0,0.0,2.0,576.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,2,600,9,2009,0,0,156500
801,802,906201130,50,6,79.0,12327,0,-1.0,1,3,0,0,1,10,0,0,0,2,8,8,1983,2009,1,0,2,2,-1,0.0,3,2,0,3.0,2.0,0,3,1441.0,4,0.0,55.0,1496.0,0,4,1,0,1496,636,0,2132,1.0,0.0,1,1,1,1,3,5,3,1,3.0,1,1983.0,2.0,2.0,612.0,3.0,2.0,1,349,40,0,0,0,0,-1.0,-1,-1,0,9,2009,0,0,316600
802,803,906203120,20,6,90.0,14684,0,-1.0,1,0,0,2,0,10,0,0,0,0,7,7,1990,1991,0,0,4,5,2,234.0,3,2,0,3.0,2.0,2,2,485.0,0,177.0,1496.0,2158.0,0,3,1,0,2196,0,0,2196,0.0,0.0,2,0,3,1,3,7,0,1,2.0,0,1990.0,1.0,3.0,701.0,2.0,2.0,1,84,70,0,0,0,0,-1.0,-1,-1,0,6,2009,0,0,271900
803,804,906223060,60,6,75.0,9317,0,-1.0,0,0,0,0,0,10,0,0,0,1,7,5,1993,1993,1,0,4,5,2,137.0,3,2,1,3.0,2.0,1,2,513.0,4,0.0,227.0,740.0,0,4,1,0,1006,769,0,1775,1.0,0.0,2,1,3,1,3,7,0,1,2.0,0,1993.0,0.0,2.0,425.0,2.0,2.0,1,234,72,192,0,0,0,-1.0,-1,-1,0,7,2009,0,0,213000
804,805,906223080,60,6,85.0,10560,0,-1.0,0,0,0,1,0,10,0,0,0,1,7,5,1993,1994,1,0,1,1,-1,0.0,3,3,1,3.0,3.0,1,3,474.0,4,0.0,605.0,1079.0,0,4,1,0,1079,800,0,1879,1.0,0.0,2,1,3,1,3,8,0,1,2.0,0,1993.0,1.0,2.0,473.0,2.0,2.0,1,400,100,144,0,0,0,-1.0,1,-1,0,8,2009,0,0,239900
805,806,906223210,60,6,80.0,9828,0,-1.0,1,0,0,0,0,10,0,0,0,1,8,5,1995,1995,1,0,1,1,-1,0.0,3,2,1,3.0,2.0,1,3,584.0,4,0.0,544.0,1128.0,0,4,1,0,1142,878,0,2020,0.0,0.0,2,1,3,1,3,8,0,1,2.0,0,1995.0,1.0,2.0,466.0,2.0,2.0,1,0,155,0,0,0,0,-1.0,-1,-1,0,6,2009,0,0,239500
806,807,906226060,70,6,120.0,26400,0,-1.0,0,1,0,3,0,10,1,0,0,1,5,7,1880,2007,1,0,4,5,-1,0.0,3,2,1,-1.0,-1.0,-1,-1,0.0,-1,0.0,0.0,0.0,0,4,1,0,1288,728,0,2016,0.0,0.0,1,0,4,1,2,7,1,1,2.0,0,1900.0,0.0,2.0,576.0,2.0,2.0,0,0,0,0,0,0,0,-1.0,-1,-1,0,6,2009,0,0,131000
807,808,906226070,90,6,64.0,7018,0,-1.0,0,1,0,0,0,10,0,0,2,0,5,5,1979,1979,1,0,4,5,-1,0.0,2,1,4,-1.0,-1.0,-1,-1,0.0,-1,0.0,0.0,0.0,0,2,1,0,1535,0,0,1535,0.0,0.0,2,0,4,2,2,8,0,0,-1.0,0,1979.0,0.0,2.0,410.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,6,2009,0,4,118964
808,809,906226080,90,6,64.0,7018,0,-1.0,0,1,0,0,0,10,1,0,2,3,5,5,1979,1979,1,0,5,0,0,275.0,2,2,0,3.0,2.0,3,3,1086.0,4,0.0,0.0,1086.0,0,2,1,0,1224,0,0,1224,2.0,0.0,0,2,2,2,2,6,0,2,2.0,3,1979.0,0.0,2.0,528.0,2.0,2.0,1,120,0,0,0,0,0,-1.0,-1,-1,0,6,2009,0,4,153337
809,810,906226090,90,6,64.0,7018,0,-1.0,0,0,0,0,0,10,1,0,2,1,5,5,1979,1979,1,0,4,5,-1,0.0,2,2,4,-1.0,-1.0,-1,-1,0.0,-1,0.0,0.0,0.0,0,2,1,0,1114,1114,0,2228,0.0,0.0,2,0,6,2,2,8,0,0,-1.0,3,1979.0,0.0,2.0,720.0,2.0,2.0,1,73,0,0,0,0,0,-1.0,-1,-1,0,6,2009,0,4,147983
